loan_id,installment_no,risk_bucket,pred_prob,target,missed_payment_last_3m,late_payment_last_3m,dpd_trend_slope,max_dpd_last_3m,sma_encoded,rolling_30d_balance_volatility,both_shocks_flag,income_shock_flag_3m,cash_flow_trend,bureau_score,risk_tier_encoded,grade_encoded,emi_to_income_ratio,payment_ratio_last_month
LN00032952,15,AMBER,0.3266173424038641,0,0.0,1.0,0.0,46.0,0,0.17726666666666668,0,0.0,0.014450000000000018,730,0,1,0.101717395975077,1.0
LN00032953,12,GREEN,0.14930344321781858,0,0.0,1.0,0.0,45.0,0,0.08676666666666666,0,0.0,0.045399999999999996,767,0,0,0.09398473438922485,1.0
LN00032954,43,AMBER,0.3221908345540568,0,0.0,0.0,0.0,0.0,0,0.3306,0,0.0,0.13430000000000003,700,1,5,0.037201575904354196,1.0
LN00032955,34,RED,0.5052973592928274,0,0.0,0.0,0.0,0.0,0,0.19109999999999996,0,0.0,-0.01934999999999998,638,1,5,0.07310445522008198,1.0
LN00032956,13,AMBER,0.39037997708042876,0,0.0,0.0,0.0,0.0,0,0.09973333333333334,0,0.0,0.09704999999999997,753,0,0,0.1317733678154853,1.0
LN00032957,6,AMBER,0.35564655464548933,0,0.0,0.0,0.0,0.0,0,0.10413333333333334,0,0.0,-0.09260000000000002,824,0,0,0.23800785367173147,1.0
LN00032958,24,AMBER,0.208277971959805,0,0.0,0.0,0.0,0.0,0,0.31126666666666664,0,0.0,0.1718,680,1,4,0.18680021409880265,1.0
LN00032960,8,RED,0.5567638490807133,0,0.0,1.0,0.0,26.0,0,0.2919333333333333,0,1.0,0.059299999999999964,627,2,6,0.12249864056552474,1.0
LN00032962,43,AMBER,0.4268893621511137,0,0.0,0.0,0.0,0.0,0,0.21196666666666664,0,0.0,-0.015699999999999992,715,1,5,0.049750642260757864,1.0
LN00032964,35,RED,0.5982355096546733,0,0.0,0.0,0.0,0.0,0,0.47456666666666664,0,0.0,-0.025449999999999973,529,2,7,0.08911343574059916,1.0
LN00032967,7,RED,0.5839682415868824,1,0.0,0.0,0.0,0.0,0,0.5249333333333334,0,0.0,0.003699999999999981,615,2,6,0.2885942541573591,1.0
LN00032968,24,AMBER,0.2632791851272854,0,0.0,0.0,0.0,0.0,0,0.10306666666666665,0,0.0,0.08925,664,0,2,0.061640237310930095,1.0
LN00032970,34,AMBER,0.34618525238337045,0,0.0,0.0,0.0,0.0,0,0.0966,0,0.0,0.12180000000000002,775,0,0,0.028361381362360896,1.0
LN00032971,47,AMBER,0.30340086949865613,0,0.0,0.0,0.0,0.0,0,0.14393333333333333,0,0.0,-0.012950000000000017,736,0,1,0.11462701401966938,1.0
LN00032972,6,GREEN,0.04612715311851985,0,0.0,3.0,-2.5,47.0,4,0.3188333333333333,0,0.0,-0.13795000000000002,633,1,5,0.04262363437303454,1.0
LN00032973,24,GREEN,0.14470587532573526,0,0.0,0.0,0.0,0.0,0,0.15383333333333332,0,0.0,-0.11474999999999996,779,0,0,0.062173259303135435,1.0
LN00032974,35,RED,0.5962628047674575,0,0.0,0.0,0.0,0.0,0,0.43473333333333325,0,0.0,-0.26835,0,3,8,0.14669878658101357,1.0
LN00032975,25,RED,0.5670305803236232,1,0.0,1.0,-10.0,20.0,0,0.2777,0,0.0,0.02949999999999997,0,3,8,0.16608262108262106,1.0
LN00032976,7,AMBER,0.25874110908926007,0,0.0,1.0,0.0,14.0,0,0.18333333333333335,0,0.0,-0.030799999999999994,668,0,2,0.09747009780343113,1.0
LN00032977,19,RED,0.4814002074141482,0,0.0,0.0,0.0,0.0,0,0.16566666666666668,0,0.0,0.04165000000000002,592,1,5,0.10542561643446925,1.0
LN00032978,7,AMBER,0.4118081216300515,0,0.0,1.0,0.0,39.0,0,0.08536666666666666,0,0.0,-0.0257,712,0,1,0.1057447684278117,1.0
LN00032980,45,AMBER,0.4243560361297277,0,0.0,0.0,0.0,0.0,0,0.1062,0,0.0,-0.03084999999999999,786,0,0,0.07227649831391784,1.0
LN00032983,4,RED,0.5196396558430831,0,0.0,0.0,0.0,0.0,0,0.16879999999999998,0,0.0,0.015100000000000002,580,1,5,0.14008539566658854,1.0
LN00032985,13,RED,0.4693949967405468,0,0.0,0.0,0.0,0.0,0,0.15546666666666667,0,0.0,-0.14490000000000003,689,0,2,0.17479175147016793,1.0
LN00032986,31,RED,0.4580898494798708,0,0.0,0.0,0.0,0.0,0,0.11396666666666667,0,0.0,0.01705000000000001,729,0,1,0.07619543708532185,1.0
LN00032987,31,RED,0.6130089910213318,0,0.0,1.0,-11.0,22.0,0,0.48299999999999993,0,0.0,0.04519999999999996,573,2,7,0.127750890553986,1.0
LN00032988,46,AMBER,0.2988538228374549,0,0.0,0.0,0.0,0.0,0,0.10716666666666667,0,0.0,0.046099999999999974,635,0,2,0.10827676045853805,1.0
LN00032989,24,AMBER,0.21009428856179702,0,0.0,0.0,0.0,0.0,0,0.0697,0,1.0,0.005449999999999955,694,0,2,0.07485495267729807,1.0
LN00032990,4,RED,0.5754379738938772,0,0.0,1.0,0.0,4.0,0,0.36050000000000004,0,1.0,-0.0232,613,2,6,0.4706548031738695,1.0
LN00032996,33,AMBER,0.42650337883242745,0,0.0,0.0,0.0,0.0,0,0.13386666666666666,0,0.0,0.3076,637,1,5,0.08371247803163444,1.0
LN00032998,36,GREEN,0.16039984898848048,0,0.0,0.0,0.0,0.0,0,0.20586666666666667,0,0.0,-0.20295,661,1,4,0.14033090323075742,1.0
LN00032999,35,RED,0.538258196405528,0,0.0,0.0,0.0,0.0,0,0.1394,0,0.0,0.021899999999999975,565,1,5,0.04173685322707239,1.0
LN00033000,11,AMBER,0.3900021907836867,0,0.0,0.0,0.0,0.0,0,0.3326,0,0.0,0.09625,597,1,5,0.2075684143729674,1.0
LN00033001,6,AMBER,0.23987612768712485,0,0.0,2.0,-20.5,41.0,0,0.37693333333333334,0,0.0,0.17135,560,2,7,0.21250059765718385,1.0
LN00033002,44,AMBER,0.34130975873526,0,0.0,0.0,0.0,0.0,0,0.17976666666666666,0,0.0,-0.19729999999999998,642,1,5,0.054722157000860916,1.0
LN00033003,22,RED,0.47367960247568314,0,0.0,0.0,0.0,0.0,0,0.1391,0,0.0,-0.18979999999999997,761,0,0,0.01871966613837099,1.0
LN00033004,10,RED,0.45904546931812207,0,0.0,3.0,6.0,43.0,1,0.2715666666666667,0,0.0,0.10550000000000004,569,1,5,0.10717530099861593,1.0
LN00033005,17,RED,0.593524182805294,0,0.0,1.0,-27.0,54.0,0,0.4375,0,0.0,-0.24515000000000003,553,2,7,0.10769049318109737,1.0
LN00033006,7,AMBER,0.4242591950771171,0,0.0,0.0,0.0,0.0,0,0.12369999999999999,0,0.0,0.0615,743,0,1,0.08967028690269147,1.0
LN00033007,35,AMBER,0.3142277600726195,0,0.0,0.0,0.0,0.0,0,0.1233,0,0.0,0.12990000000000002,701,0,1,0.12671233973192844,1.0
LN00033012,44,RED,0.5353526669919325,1,0.0,0.0,0.0,0.0,0,0.7313333333333333,0,0.0,-0.16785000000000003,615,2,6,0.13813476126729138,1.0
LN00033014,29,AMBER,0.3462516030181146,0,0.0,1.0,-6.0,12.0,0,0.21983333333333333,0,0.0,0.10085,625,1,5,0.07908276106651191,1.0
LN00033015,4,AMBER,0.2986758235377032,0,0.0,0.0,0.0,0.0,0,0.14086666666666667,0,0.0,0.05359999999999998,751,0,0,0.016150858727413682,1.0
LN00033016,24,AMBER,0.2680111342462682,0,0.0,0.0,0.0,0.0,0,0.24336666666666665,0,0.0,-0.22180000000000002,628,1,5,0.2513895403377111,1.0
LN00033018,9,RED,0.5854788555749278,1,0.0,1.0,-3.0,6.0,0,0.3387,0,0.0,-0.04254999999999998,513,2,7,0.2957269030372347,1.0
LN00033019,10,RED,0.5119120488109022,0,0.0,0.0,0.0,0.0,0,0.34053333333333335,0,0.0,0.08584999999999998,0,3,8,0.45363096248514684,1.0
LN00033022,21,AMBER,0.3789195621685061,0,0.0,0.0,0.0,0.0,0,0.16006666666666666,0,0.0,0.028100000000000014,627,1,5,0.14129557086895606,1.0
LN00033023,11,AMBER,0.41091579787451166,0,0.0,1.0,14.0,28.0,1,0.0969,0,0.0,0.08079999999999998,644,0,2,0.2535137728534691,1.0
LN00033024,21,AMBER,0.424523244995982,0,0.0,0.0,0.0,0.0,0,0.124,0,0.0,0.010649999999999993,727,0,1,0.022593712805433035,1.0
LN00033031,33,AMBER,0.4072833095373809,0,0.0,0.0,0.0,0.0,0,0.22153333333333333,0,0.0,-0.05745,718,1,5,0.06282329552861426,1.0
LN00033032,22,RED,0.45776430893657505,0,0.0,0.0,0.0,0.0,0,0.24086666666666667,0,0.0,-0.2103,682,1,4,0.12112160104415924,1.0
LN00033033,24,AMBER,0.3744596464228096,0,0.0,1.0,0.0,23.0,0,0.44733333333333336,0,0.0,0.03009999999999996,716,1,5,0.22517642862602225,1.0
LN00033034,12,GREEN,0.16975695910903854,0,0.0,0.0,0.0,0.0,0,0.4074333333333333,0,1.0,-0.022899999999999976,590,2,7,0.3698565105306678,1.0
LN00033036,11,RED,0.5997187208639579,1,0.0,1.0,-10.0,20.0,0,0.4183666666666667,0,0.0,0.16295,468,2,7,0.13219198979308816,1.0
LN00033038,59,AMBER,0.4189349971855845,0,0.0,0.0,0.0,0.0,0,0.1349,0,0.0,0.04139999999999999,754,0,0,0.09539944274425616,1.0
LN00033041,11,AMBER,0.39054535693597625,0,0.0,1.0,0.0,31.0,0,0.25279999999999997,0,0.0,0.030149999999999955,651,1,4,0.21109751184606823,1.0
LN00033042,11,AMBER,0.44704733881439346,1,0.0,0.0,0.0,0.0,0,0.2533666666666667,0,0.0,0.16865,645,1,5,0.23878261640012405,1.0
LN00033044,17,AMBER,0.39584620492307543,0,0.0,0.0,0.0,0.0,0,0.15983333333333333,0,0.0,-0.06905,766,0,0,0.11076073340166268,1.0
LN00033045,21,RED,0.5162300894732061,1,0.0,0.0,0.0,0.0,0,0.38963333333333333,0,0.0,0.13465,544,2,7,0.1476104305560117,1.0
LN00033046,31,RED,0.46823384808293744,0,0.0,0.0,0.0,0.0,0,0.19186666666666666,0,0.0,-0.1184,582,1,5,0.17655878813248915,1.0
LN00033047,45,AMBER,0.30846397318613294,0,0.0,0.0,0.0,0.0,0,0.14643333333333333,0,0.0,0.010299999999999976,672,0,2,0.05482168402740337,1.0
LN00033048,18,GREEN,0.010221677773381538,0,0.0,3.0,-9.5,48.0,4,0.6287666666666666,0,0.0,-0.11915,0,3,8,0.15278171319721412,1.0
LN00033051,20,AMBER,0.365063086168767,0,0.0,0.0,0.0,0.0,0,0.14936666666666668,0,0.0,0.06359999999999999,660,1,4,0.13740110993033416,1.0
LN00033052,12,AMBER,0.20474205882269114,0,0.0,1.0,0.0,22.0,0,0.10840000000000001,0,0.0,0.03384999999999999,763,0,0,0.1866956830098194,1.0
LN00033055,23,RED,0.47702112578425965,0,0.0,0.0,0.0,0.0,0,0.21476666666666663,0,0.0,-0.00019999999999997797,596,1,5,0.09897839416058395,1.0
LN00033057,36,AMBER,0.24430507029482199,0,0.0,0.0,0.0,0.0,0,0.19953333333333334,0,0.0,0.00385000000000002,558,2,7,0.11177634524129287,1.0
LN00033058,18,AMBER,0.2728557472083314,0,0.0,1.0,-28.5,57.0,0,0.09986666666666666,0,0.0,0.0978,707,0,1,0.16902805799908538,1.0
LN00033059,4,AMBER,0.25733801873571127,0,0.0,1.0,0.0,30.0,0,0.10936666666666667,0,0.0,0.07984999999999998,740,0,1,0.04057413675307643,1.0
LN00033060,10,AMBER,0.414375162072429,0,0.0,0.0,0.0,0.0,0,0.07046666666666666,0,0.0,-0.011400000000000021,693,0,2,0.19181049069373943,1.0
LN00033062,4,RED,0.8414843352602301,0,0.0,0.0,0.0,0.0,0,0.5212333333333333,0,1.0,-0.16415,0,3,8,0.15823136633002255,1.0
LN00033063,18,AMBER,0.2607413886116357,0,0.0,0.0,0.0,0.0,0,0.07483333333333332,0,0.0,0.042200000000000015,720,0,1,0.2343500894495589,1.0
LN00033064,46,RED,0.47546331733558916,0,0.0,0.0,0.0,0.0,0,0.13606666666666664,0,0.0,0.01789999999999997,679,0,2,0.10552073895097151,1.0
LN00033065,6,AMBER,0.22969349457089852,0,0.0,0.0,0.0,0.0,0,0.3168666666666667,0,0.0,-0.16785,551,1,5,0.12155591572123177,1.0
LN00033066,10,RED,0.4963456489198109,0,0.0,0.0,0.0,0.0,0,0.2037,0,1.0,-0.13755,668,1,4,0.20123738234445873,1.0
LN00033067,34,AMBER,0.3443895481248144,0,0.0,0.0,0.0,0.0,0,0.1289,0,0.0,-0.05465000000000003,762,0,0,0.1544448320976886,1.0
LN00033071,21,RED,0.5159647244468587,0,0.0,1.0,0.0,46.0,0,0.2008,0,0.0,0.08324999999999999,685,1,4,0.16061534041941972,1.0
LN00033072,6,RED,0.5387761673917089,0,0.0,2.0,0.5,59.0,1,0.4446666666666667,0,0.0,-0.0348,583,2,7,0.3920580474934037,1.0
LN00033073,28,AMBER,0.4260766223662093,0,0.0,0.0,0.0,0.0,0,0.1869333333333333,0,0.0,-0.08130000000000004,689,0,2,0.052700681518162235,1.0
LN00033075,10,RED,0.47913882375085654,0,0.0,0.0,0.0,0.0,0,0.13713333333333333,0,0.0,0.05329999999999996,603,1,5,0.11558064397694313,1.0
LN00033078,35,AMBER,0.2766123383067189,0,0.0,0.0,0.0,0.0,0,0.10366666666666664,0,0.0,0.03495000000000004,749,0,1,0.07534732162403382,1.0
LN00033079,36,AMBER,0.37030270704354107,0,0.0,0.0,0.0,0.0,0,0.19120000000000004,0,0.0,-0.12699999999999995,671,1,4,0.05722064827931006,1.0
LN00033080,30,AMBER,0.3846132185495138,0,0.0,0.0,0.0,0.0,0,0.0836,0,0.0,0.007449999999999957,714,0,1,0.02964982020915119,1.0
LN00033081,10,AMBER,0.403837385674179,0,0.0,0.0,0.0,0.0,0,0.17756666666666665,0,0.0,-0.0595,598,1,5,0.0708165908565261,1.0
LN00033083,8,RED,0.4814179644833837,0,0.0,0.0,0.0,0.0,0,0.1852666666666667,0,0.0,0.06684999999999999,654,1,4,0.35690511109481554,1.0
LN00033085,14,AMBER,0.353515256220717,0,0.0,0.0,0.0,0.0,0,0.07763333333333333,0,0.0,-0.04780000000000001,763,0,0,0.17435413460990482,1.0
LN00033088,47,RED,0.4567266385885487,0,0.0,0.0,0.0,0.0,0,0.28636666666666666,0,0.0,0.16285,611,1,5,0.0719591778065258,1.0
LN00033089,6,GREEN,0.17832646867395757,0,0.0,2.0,-17.0,48.0,0,0.2876666666666667,0,0.0,-0.00035000000000001696,538,2,7,0.13696753869332967,1.0
LN00033091,26,RED,0.5387394674503174,0,0.0,0.0,0.0,0.0,0,0.4215333333333333,0,0.0,-0.02394999999999997,583,2,7,0.15120507105043188,1.0
LN00033094,12,AMBER,0.24713645501813722,0,0.0,0.0,0.0,0.0,0,0.27666666666666667,0,0.0,0.17595,550,1,5,0.08244599975865814,1.0
LN00033095,22,RED,0.5792716034602441,1,0.0,0.0,0.0,0.0,0,0.5073,0,0.0,-0.058699999999999974,572,2,7,0.10708134776027359,1.0
LN00033096,13,RED,0.8612307737668232,1,0.0,1.0,7.5,15.0,1,0.4173,0,1.0,-0.0329,553,2,7,0.1780077473502986,0.5257432834738245
LN00033098,18,RED,0.5406012826461304,0,0.0,1.0,11.5,23.0,1,0.22603333333333334,0,0.0,0.09885,684,1,4,0.14196581487019166,1.0
LN00033100,10,AMBER,0.41865849205078287,0,0.0,0.0,0.0,0.0,0,0.17526666666666668,0,0.0,0.08579999999999999,706,1,5,0.16374595830814123,1.0
LN00033102,36,GREEN,0.17883966726002898,0,0.0,0.0,0.0,0.0,0,0.09483333333333334,0,0.0,0.16704999999999998,710,0,1,0.07462710392920156,1.0
LN00033103,22,AMBER,0.37708011237373007,0,0.0,0.0,0.0,0.0,0,0.3489333333333333,0,0.0,-0.028350000000000042,666,1,4,0.103491529090442,1.0
LN00033105,33,AMBER,0.41687409964254685,0,0.0,1.0,15.0,30.0,1,0.1757,0,0.0,-0.11014999999999997,627,1,5,0.030422551928783383,1.0
LN00033106,22,RED,0.4562203359178125,0,0.0,0.0,0.0,0.0,0,0.11126666666666667,0,0.0,-0.2591,726,0,1,0.025694283177378593,1.0
LN00033108,27,AMBER,0.35085125290765184,0,0.0,0.0,0.0,0.0,0,0.09949999999999999,0,0.0,0.033399999999999985,733,0,1,0.014567020136832604,1.0
LN00033109,36,AMBER,0.42790902787164997,0,0.0,0.0,0.0,0.0,0,0.14543333333333333,0,0.0,0.09684999999999999,670,1,4,0.0530923349001722,1.0
LN00033112,12,AMBER,0.2560135598517932,0,0.0,0.0,0.0,0.0,0,0.5169,0,1.0,-0.1197,667,2,7,0.47337403704310765,1.0
LN00033114,36,AMBER,0.3699387371797958,0,0.0,0.0,0.0,0.0,0,0.6727333333333333,0,0.0,0.03905000000000003,604,2,6,0.07811411149825784,1.0
LN00033116,24,RED,0.48596655835796915,0,0.0,0.0,0.0,0.0,0,0.18789999999999998,0,1.0,-0.02579999999999999,651,1,4,0.031824641821816164,1.0
LN00033118,13,AMBER,0.4242657782015239,0,0.0,0.0,0.0,0.0,0,0.15703333333333333,0,0.0,-0.07240000000000002,659,1,4,0.31885081358330386,1.0
LN00033119,23,RED,0.5906981957824994,0,0.0,2.0,-4.5,42.0,0,0.3729,0,0.0,-0.045999999999999985,0,3,8,0.13267552129547472,1.0
LN00033122,14,RED,0.5656658251931334,0,0.0,0.0,0.0,0.0,0,0.27856666666666663,0,0.0,-0.022799999999999987,517,2,7,0.07308690168758633,1.0
LN00033123,17,RED,0.6001688879111933,0,0.0,0.0,0.0,0.0,0,0.37646666666666667,0,0.0,0.05679999999999996,543,2,7,0.13649490990255322,1.0
LN00033124,60,GREEN,0.1567558877848385,0,0.0,0.0,0.0,0.0,0,0.3099,0,1.0,-0.20815000000000003,423,2,7,0.0696682121451996,1.0
LN00033127,19,RED,0.5107261102577906,0,0.0,1.0,0.0,16.0,0,0.25889999999999996,0,0.0,-0.026050000000000018,645,1,5,0.10356143410028494,1.0
LN00033131,16,RED,0.5309150932361916,0,0.0,0.0,0.0,0.0,0,0.6880999999999999,0,0.0,-0.03650000000000003,0,3,8,0.23426333566270674,1.0
LN00033133,9,AMBER,0.3796522153409246,0,0.0,0.0,0.0,0.0,0,0.1089,0,0.0,0.04625000000000001,705,0,1,0.08752944428538992,1.0
LN00033136,4,RED,0.5821777202761071,0,0.0,1.0,14.0,28.0,1,0.49743333333333334,0,0.0,-0.005950000000000011,626,2,6,0.09070533567179562,1.0
LN00033137,24,AMBER,0.24120091848659123,0,0.0,0.0,0.0,0.0,0,0.2084,0,1.0,-0.08215,733,1,5,0.13828859453756887,1.0
LN00033139,18,RED,0.5530138909928413,0,0.0,1.0,0.0,37.0,0,0.2902666666666667,1,1.0,-0.06565000000000001,491,2,7,0.19453273137697516,1.0
LN00033140,44,AMBER,0.37885200764615934,0,0.0,0.0,0.0,0.0,0,0.15753333333333333,0,0.0,-0.09655000000000002,631,1,5,0.08131440950175543,1.0
LN00033141,4,RED,0.5666956207163298,0,0.0,0.0,0.0,0.0,0,0.3983333333333334,0,1.0,-0.029700000000000004,571,2,7,0.28954357374753326,1.0
LN00033142,12,RED,0.6037920183518506,0,0.0,0.0,0.0,0.0,0,0.213,0,0.0,0.02535000000000004,571,2,7,0.035234138972809664,1.0
LN00033143,7,RED,0.5070127474907796,0,0.0,0.0,0.0,0.0,0,0.23906666666666668,0,0.0,0.0958,671,1,4,0.43801445232283315,1.0
LN00033145,17,RED,0.526492835877855,0,0.0,0.0,0.0,0.0,0,0.2847,0,0.0,-0.10829999999999998,682,1,4,0.26767452237050254,1.0
LN00033147,18,AMBER,0.2820773562963137,0,0.0,0.0,0.0,0.0,0,0.4549666666666667,1,1.0,-0.010749999999999982,542,2,7,0.17812167103331125,1.0
LN00033148,15,AMBER,0.36418947720604355,0,0.0,0.0,0.0,0.0,0,0.13699999999999998,0,0.0,0.1441,675,1,4,0.11020737735588948,1.0
LN00033150,12,AMBER,0.20166702013270474,0,0.0,0.0,0.0,0.0,0,0.6661333333333334,0,0.0,0.039349999999999996,613,2,6,0.4036497358023516,1.0
LN00033153,5,RED,0.5678355591685965,0,0.0,0.0,0.0,0.0,0,0.24889999999999998,0,0.0,-0.14179999999999998,706,1,5,0.22554138329269857,1.0
LN00033154,11,RED,0.5387465654684679,0,0.0,0.0,0.0,0.0,0,0.6029666666666667,0,1.0,0.14825,556,2,7,0.2293028388436905,1.0
LN00033155,20,RED,0.49709024722963735,1,0.0,0.0,0.0,0.0,0,0.23829999999999998,0,0.0,-0.011199999999999988,675,1,4,0.02742707067199166,1.0
LN00033156,20,AMBER,0.36992871036751446,0,0.0,0.0,0.0,0.0,0,0.17663333333333334,0,0.0,0.08775,662,1,4,0.12037596508895602,1.0
LN00033159,5,AMBER,0.2171726216674421,0,0.0,0.0,0.0,0.0,0,0.12406666666666666,0,0.0,0.21395000000000003,768,0,0,0.0827587326445255,1.0
LN00033160,23,AMBER,0.2879965043189217,0,0.0,0.0,0.0,0.0,0,0.08126666666666667,0,0.0,-0.034650000000000014,778,0,0,0.14145766773162938,1.0
LN00033162,12,GREEN,0.18427334285030758,0,0.0,0.0,0.0,0.0,0,0.5509333333333334,0,0.0,0.06924999999999998,0,3,8,0.4597652280182672,1.0
LN00033163,21,AMBER,0.36126370042641054,0,0.0,0.0,0.0,0.0,0,0.07426666666666666,0,0.0,-0.20265000000000002,710,0,1,0.23190768367019568,1.0
LN00033164,26,RED,0.5239070581407366,0,0.0,0.0,0.0,0.0,0,0.25326666666666664,0,0.0,0.25780000000000003,717,1,5,0.07741488789237669,1.0
LN00033165,9,RED,0.5438155382055267,1,0.0,0.0,0.0,0.0,0,0.1809333333333333,0,1.0,-0.023299999999999987,615,1,5,0.19131559200300155,1.0
LN00033166,15,RED,0.5434243303306973,0,0.0,0.0,0.0,0.0,0,0.4554666666666667,0,1.0,-0.12145,497,2,7,0.1553995194915911,1.0
LN00033167,13,AMBER,0.307063422041862,0,0.0,0.0,0.0,0.0,0,0.09563333333333333,0,0.0,-0.047850000000000004,727,0,1,0.0754147091193825,1.0
LN00033168,12,AMBER,0.2350259297637871,0,0.0,0.0,0.0,0.0,0,0.34023333333333333,0,0.0,0.10404999999999998,643,1,5,0.08881879977679703,1.0
LN00033173,19,RED,0.5902137536080904,0,0.0,0.0,0.0,0.0,0,0.2891,0,1.0,-0.14540000000000003,0,3,8,0.2473506289308176,1.0
LN00033174,13,GREEN,0.013673871439433976,0,0.0,1.0,-4.5,48.0,4,0.5496666666666666,0,1.0,-0.06920000000000001,535,2,7,0.10120539008193856,1.0
LN00033175,6,AMBER,0.4092610694194703,1,0.0,0.0,0.0,0.0,0,0.1146,0,0.0,0.10499999999999998,787,0,0,0.279289693736213,1.0
LN00033178,4,RED,0.5630926647751587,0,0.0,0.0,0.0,0.0,0,0.5307999999999999,0,0.0,0.02250000000000002,0,3,8,0.205295709072606,1.0
LN00033179,6,GREEN,0.12154293194431873,0,0.0,0.0,0.0,0.0,0,0.2572666666666667,0,0.0,-0.019600000000000006,610,1,5,0.09811220808809569,1.0
LN00033180,48,AMBER,0.29931841301907813,0,0.0,0.0,0.0,0.0,0,0.306,0,1.0,-0.16600000000000004,444,2,7,0.15930860450342346,1.0
LN00033181,19,RED,0.5722781711093158,0,0.0,2.0,-22.0,48.0,1,0.4089666666666667,0,0.0,-0.050949999999999995,0,3,8,0.39613819712381626,1.0
LN00033184,24,AMBER,0.2488953070591096,0,0.0,1.0,0.0,25.0,0,0.19763333333333333,0,0.0,0.005250000000000032,577,1,5,0.02820560846982558,1.0
LN00033185,11,RED,0.5485073502837813,0,0.0,0.0,0.0,0.0,0,0.15423333333333333,0,0.0,-0.08165,682,1,4,0.08023198256436777,1.0
LN00033186,15,AMBER,0.4104779450399606,0,0.0,0.0,0.0,0.0,0,0.2649666666666667,0,0.0,-0.0922,572,1,5,0.06965111060133053,1.0
LN00033187,12,GREEN,0.17918372711733155,0,0.0,0.0,0.0,0.0,0,0.15436666666666665,0,0.0,0.020500000000000018,769,0,0,0.12751302746717436,1.0
LN00033188,19,RED,0.537943938505639,0,0.0,0.0,0.0,0.0,0,0.23840000000000003,0,1.0,-0.13419999999999999,0,3,8,0.2617292591934624,1.0
LN00033189,11,RED,0.5293539174910487,0,0.0,1.0,0.0,39.0,0,0.4854,0,1.0,-0.06305,0,3,8,0.2663152695045765,1.0
LN00033190,17,RED,0.46762426596240547,0,0.0,0.0,0.0,0.0,0,0.18436666666666668,0,0.0,-0.005899999999999961,613,1,5,0.2209947923961344,1.0
LN00033193,31,RED,0.47038663519724677,0,0.0,0.0,0.0,0.0,0,0.2798,0,0.0,-0.09195000000000003,614,1,5,0.09123631845030385,1.0
LN00033195,32,RED,0.4722028259548603,0,0.0,1.0,-6.5,13.0,0,0.0981,0,0.0,0.008550000000000002,703,0,1,0.0550088974607606,1.0
LN00033197,12,RED,0.48124566756274917,1,0.0,0.0,0.0,0.0,0,0.08389999999999999,0,0.0,0.018600000000000005,717,0,1,0.09149237743347718,1.0
LN00033199,13,RED,0.8371318934193199,0,0.0,1.0,14.5,29.0,1,0.5292333333333333,0,0.0,0.034649999999999986,0,3,8,0.15120811409581836,1.0
LN00033201,14,AMBER,0.292660199833073,0,0.0,0.0,0.0,0.0,0,0.10396666666666665,0,0.0,0.178,721,0,1,0.15038279851949005,1.0
LN00033202,5,RED,0.5959731259952044,0,0.0,1.0,-8.5,17.0,0,0.5083000000000001,0,0.0,0.022250000000000048,568,2,7,0.19718522263677254,1.0
LN00033204,8,AMBER,0.44212197173060364,0,0.0,0.0,0.0,0.0,0,0.3093666666666666,0,0.0,0.022550000000000014,651,1,4,0.27235434755253557,1.0
LN00033205,36,AMBER,0.4327455315311,0,0.0,0.0,0.0,0.0,0,0.2683666666666667,0,0.0,-0.034550000000000025,609,1,5,0.0596435925867258,1.0
LN00033207,33,AMBER,0.294608756574234,0,0.0,0.0,0.0,0.0,0,0.15130000000000002,0,0.0,-0.02294999999999997,751,0,0,0.04615969270259691,1.0
LN00033208,7,RED,0.5898110888923712,0,0.0,1.0,0.0,44.0,0,0.447,0,0.0,-0.17884999999999998,569,2,7,0.0672794387140688,1.0
LN00033211,34,AMBER,0.3739661664398673,0,0.0,0.0,0.0,0.0,0,0.07613333333333333,0,0.0,-0.027249999999999996,750,0,0,0.09526585878570545,1.0
LN00033212,53,AMBER,0.4297136567766789,0,0.0,0.0,0.0,0.0,0,0.12876666666666667,0,0.0,0.04335,712,0,1,0.04223431732331766,1.0
LN00033213,14,AMBER,0.3114729669972281,0,0.0,0.0,0.0,0.0,0,0.11236666666666667,0,0.0,0.009649999999999992,683,0,2,0.044719764900911764,1.0
LN00033214,9,AMBER,0.36865769763631073,0,0.0,1.0,0.0,20.0,0,0.1259,0,0.0,-0.052649999999999975,780,0,0,0.16199218024361547,1.0
LN00033215,11,AMBER,0.422400341913283,0,0.0,0.0,0.0,0.0,0,0.0684,0,0.0,-0.03450000000000003,714,0,1,0.1511194154155894,1.0
LN00033216,45,AMBER,0.3982712261249985,0,0.0,0.0,0.0,0.0,0,0.2245,0,0.0,-0.02090000000000003,677,1,4,0.06738491763639111,1.0
LN00033217,9,RED,0.5270178288971871,0,0.0,0.0,0.0,0.0,0,0.3021333333333333,0,1.0,0.2277,0,3,8,0.10905128653947138,1.0
LN00033218,7,RED,0.5623733728446132,0,0.0,0.0,0.0,0.0,0,0.24749999999999997,0,0.0,-0.040549999999999975,536,2,7,0.3764935256032961,1.0
LN00033220,23,AMBER,0.326327819512655,0,0.0,0.0,0.0,0.0,0,0.07743333333333334,0,0.0,-0.10665000000000002,700,0,1,0.0830803212338649,1.0
